,sentence,#aspect terms,aspect_terms,at_polarity
1840,Mouse pad और buttons worst हैं जो मैंने कभी देखे हैं।,2,"['Mouse pad', 'buttons']","['negative', 'negative']"
1841,मैं sorry हूं कि मैंने यह laptop खरीदा।,0,[],[]
1842,शानदार graphics है।,1,['graphics'],['positive']
1843,यह वास्तव में work और play के लिए perfect है।,2,"['play', 'work']","['positive', 'positive']"
1844,"Pro एक great product है, मैं wish करता हूं कि 13 inch के models Intel i processors के साथ आए और एक अधिक comfortable edge हो (edges मेरी wrist को hurt करते हैं)।",3,"['Intel i processors', 'edge', 'edges']","['negative', 'negative', 'negative']"
1845,मैं एक college student हूं और यह बहुत useful रहा है।,0,[],[]
1846,Apple MacBook best investment है जो मैंने कभी किया है।,0,[],[]
1847,मेरी sister Wal Mart में electronics manager है और वह कहती है कि HP best है।,0,[],[]
1848,एक drawback जो मैंने देखा वह था sound quality via USB.,1,['sound quality via USB'],['negative']
1849,"Battery life ने मेरे laptop juice stuck कर लिया और जब extended life battery चला गया तो हम वहां SOL थे इसलिए उस warranty के लिए, हमारे द्वारा purchase सभी products को cover कर रहे हैं।",3,"['Battery life', 'warranty', 'extended life battery']","['negative', 'negative', 'conflict']"
1850,"मुझे graduate school के लिए एक new computer की need थी (पहले कभी laptop own नहीं किया था), और एकमात्र कारण मैंने Mac purchase नहीं किया था क्योंकि मेरे school की website ने students को PCs purchase के लिए strongly recommend किया था।",0,[],[]
1851,"मेरे पास एक और Mac है, लेकिन older operating system के कारण यह slow हो गया है।",1,['operating system'],['negative']
1852,अगर आपके पास money है जो मैं i7 लेने का suggest करता हूं।,0,[],[]
1853,"यह बहुत possible है, लेकिन चूंकि वे इस machine में sound card के लिए Windows XP drivers नहीं बनाते हैं। मैं तब तक stuck रहा जब तक कि Windows 7 नहीं आया।",3,"['Windows XP drivers', 'sound card', 'Windows 7']","['negative', 'negative', 'positive']"
1854,"Higher-end laptop होना अच्छा है, लेकिन यह मेरे budget और features जिनकी मुझे need है पर fit बैठता है।",2,"['features', 'budget']","['positive', 'positive']"
1855,"हालांकि, यह बहुत heavy है।",0,[],[]
1856,"यह find out करने के लिए disappointe था कि model को discontinue कर दिया गया था, जाहिरा तौर पर known motherboard problems के कारण।",1,['motherboard'],['negative']
1857,"ठीक है, मैंने Google Chrome का use करना start कर दिया है, जो little better है, लेकिन यह कभी-कभी freeze भी हो जाता है।",1,['Google Chrome'],['conflict']
1858,"Speakers भी बहुत loud नहीं हैं, लेकिन यह एक netbook है।",1,['Speakers'],['negative']
1859,यह LAPTOP पसंद है जो भी आपको मिलता है उसके लिए PRICE WONDERFUL है।,1,['PRICE'],['positive']
1860,"लेकिन, उसी time उन्होंने (company) मेरे problem के बारे में ना कुछ किया ना कुछ कर सकते थे।",0,[],[]
1861,बस एक black screen है!,1,['screen'],['negative']
1862,आपको इसे बस turn on करना है और यह work करता है।,0,[],[]
1863,एक key contributor जिसने मुझे Mac तक पहुंचाया वह art aspect है।,1,['art aspect'],['positive']
1864,"आखिरकार मेरी battery charge नहीं होती, जब तक मैंने इसे plugged नहीं किया होता, तब तक power on भी नहीं होता।",1,['battery'],['negative']
1865,हाल में ही कुछ incidents हुए जिसने मुझे बहुत annoy किया।,0,[],[]
1866,अपना money save करें और better device के लिए जाएं।,0,[],[]
1867,"मैं middle school के बाद से एक PC user रहा हूं, लेकिन मेरे mid twenties में मैंने dark side में convert करने का decided किया, या मुझे life का brighter side कहना चाहिए।",0,[],[]
1868,"Development के purpose से purchase किया गया था, लेकिन यह मेरे रोजमर्रा के laptop के साथ-साथ surfing, e-mail आदि में बदल गया।",1,['surfing'],['positive']
1869,बिना extra equipment और/या complicated routes लिए करने में able होना है।,0,[],[]
1870,मेरी पहली समस्या pre-loaded Norton Firewall/Security program के साथ थी।,1,['pre-loaded Norton Firewall/Security program'],['negative']
1871,"मेरे पास एक USB connect था, लेकिन मैं इसका use नहीं कर सकता क्योंकि यह compatible नहीं है।",1,['USB connect'],['negative']
1872,"तदनुसार, मैंने hard drive crash होने से पहले 5 years तक चलने वाले एक और HP product (मेरा five year old Compaq) कभी ना purchase करने का decide किया है।",1,['hard drive'],['negative']
1873,मैंने four D620 laptops order किया।,0,[],[]
1874,"मुझे पता है कि हर कोई सोचता है कि Macs overpriced और overrated हैं, लेकिन एक बार जब आप initial expense पा लेंगे, तो आप पाएंगे कि वे हर penny के लायक हैं (इसके अलावा, वहाँ हमेशा financing plan है जो Best Buy offer करता है)।",1,['expense'],['negative']
1875,"मैंने इसे देखा, और मेरा इनका use करने का try करना सबसे difficult time रहा, उन्होंने बहुत बढ़िया  dust collectors बनाया है, मुझे इस computer को put down करने से नफरत है",0,[],[]
1876,"मैं यहां बैठकर इसकी complaint नहीं कर रहा हूं कि इसमें cd drive नहीं है और क्या नहीं क्योंकि यह एक netbook है, इसे compact किया जाता है और यदि आप अन्य सभी stuff चाहते हैं एक laptop लें।",1,['cd drive'],['conflict']
1877,मुझे multi-touch trackpad पसंद है।,1,['multi-touch trackpad'],['positive']
1878,I was psyched.,0,[],[]
1879,मुझे मेरा mac बिल्कुल पसंद है!,0,[],[]
1880,Second से आप box open करते हैं आप इस computer को पसंद करने लगेंगे।,0,[],[]
1881,HP एचपी को extended warranties selling में अधिक interest है (जो कि new netbook की तुलना में अधिक cost का है) फिर वे help करने में हैं या fixing में हैं।,2,"['extended warranties', 'cost']","['negative', 'negative']"
1882,इसने मुझे मेरे Wifi system से जुड़ने नहीं दिया जहाँ मैं रहता था।,0,[],[]
1883,"remove करने के लिए बहुत अधिक ""junk"" software नहीं हैं।",1,['software'],['positive']
1884,System उस वजह से लगभग 20% performance lose कर रहा है।,2,"['performance', 'System']","['negative', 'negative']"
1885,"इसका use करना easy है, अच्छी quality और अच्छा price है।",3,"['quality', 'price', 'use']","['positive', 'positive', 'positive']"
1886,PC's keyboard से Apple keyboard का अंतर use to होने में थोड़ा time लेता है लेकिन कुल मिलाकर यह इसके लायक है!,2,"['Apple keyboard', 'PC's keyboard']","['neutral', 'neutral']"
1887,"उसके अनुसार, मैंने hard drive crash होने से पहले 5 year तक चलने वाले एक और HP product (मेरा five year old Compaq) purchase करने का decide किया है।",0,[],[]
1888,$4000 और ऊपर के computers के लिए extended warranty drop drown menu पर एकमात्र purchase के लिए available थी।,1,['extended warranty'],['neutral']
1889,"केवल issue यह है कि यह थोड़ा slow है, और मैं इसे और अधिक RAM add कर के fix कर रहा हूं।",1,['RAM'],['neutral']
1890,यह easily portable हो जाता है और मैं इसे हर जगह ले जाता हूं जहां मैं जाता हूं और internet access require हो सकता है।,0,[],[]
1891,"अगर मेरे पास spare करने के लिए कुछ hundred dollars हैं, तो मैं 2.53 और 2.66 GHz model के माध्यम से Pro line खरीदूंगा।",0,[],[]
1892,"Hard drive crashed हो गया, और मुझे एक new power cord खरीदना पड़ा।",2,"['Hard drive', 'power cord']","['negative', 'negative']"
1893,"लेकिन इसके बारे में पर्याप्त है, मैंने जीवन भर के लिए एक Apple में convert कर लिया है।",0,[],[]
1894,मैं इसे पसंद करता हूँ और शायद एक और मिल जाएगा जब यह laptop के लिए sky में जाता है !!,0,[],[]
1895,"लेकिन, Mac PC से Mac के लिए switch करना easy बनाता है।",0,[],[]
1896,मेरे पास इसके साथ एक और issue वह battery है।,1,['battery'],['negative']
1897,"HELP, HELP, इसके अलावा एक GREAT LITTLE WONDER होता है।",0,[],[]
1898,Now I know!,0,[],[]
1899,"2 months के complaints के बाद, Asus ने आखिरकार मेरी techies को सही power supply भेजी।",2,"['power supply', 'techies']","['neutral', 'neutral']"
1900,"यहां तक कि highest level पर set करने पर, computer हर बार अपनी queen का sacrifice करता है।",0,[],[]
1901,"Extra Sony Sonic Stage software, speakers और subwoofer जो include था मुझे मिला (जो कि money के लायक था) मेरे supposedly bluetooth enabled computer के लिए bluetooth mouse, extended life battery और Docking port. ",7,"['Sony Sonic Stage software', 'speakers', 'subwoofer', 'extended life battery', 'Docking port', 'bluetooth mouse', 'bluetooth enabled']","['neutral', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'negative']"
1902,"मेरा MacBook Pro एक dream की तरह works करता है, यह कभी भी overheat नहीं हुआ है, या यहां तक कि उस matter के लिए भी थोड़ा warm नहीं हुआ है।",1,['works'],['positive']
1903,PC users  slide-show presentation के लिए Powerpoint program का उपयोग करते हैं और Mac users Keynote का उपयोग करते हैं।,2,"['Keynote', 'Powerpoint program']","['neutral', 'neutral']"
1904,मैं कहना begin नहीं कर सकता कि मैं कितना disappointed हूं।,0,[],[]
1905,"मुझे इसके size पर एक ton compliments मिलता है, और किसी ऐसे के रूप में speak करना जो regular नियमित bus में commute करता है, मैं इस fact को attest कर सकता हूं कि यह perfect size का computer है यदि आप computing room के लिए अपने body की width तक restricted हैं।",2,"['size', 'size']","['positive', 'positive']"
1906,"यह मुझे हर एक site पर पहुचने के लिए लगभग 3 tries लेता है, फिर browser को close करने और इसे reopening के बाद यह वास्तव में work करता है।",1,['browser'],['neutral']
1907,"Carry करने के लिए easy है, कहीं भी ले जाया जा सकता है, printers, headsets तक को hooked up किया जा सकता है।",1,['Carry'],['positive']
1908,Keyboard भी तब तक light up नहीं होता जब तक कि आपके room में बैठे कुछ light के साथ आप कुछ भी देख नहीं सकते और ये मेरे लिए खराब है क्योंकि मेरा boyfriend night में dark में tv देखता है जिससे मुझे keyboard देखने का कोई तरीका नहीं बचता है।,2,"['Keyboard', 'keyboard']","['negative', 'negative']"
1909,"अपने computer problem का simple, easy solution लें और अपने old computer के आस पास waiting और smacking करना stop करें।",0,[],[]
1910,यह उतना ही अच्छा है जितना new।,0,[],[]
1911,"और यह receipt पर show up नहीं हुआ, मुझे नहीं पता कि हमने इसे online कैसे order किया!",0,[],[]
1912,"मैं Best Buy से Dell,Windows से Apple में गया।",0,[],[]
1913,तब मेरी entire family Sony के name पर devoted थी।,0,[],[]
1914,"जब मैंने अपने laptop को इस first instance के बाद वापस पा लिया इसने थोड़ा बहुत काम किया फिर मैंने फिर से issues को experience करना start कर दिया, programs और drivers से सब कुछ फिर से fail हो रहा है, सभी प्रकार के issues को locking up और freezing करने के लिए यह बिना किसी reason के power off हो रहा है।",2,"['programs', 'drivers']","['negative', 'negative']"
1915,यह पसंद है यह एक regular computer की तरह space नहीं लेता है,1,['space'],['positive']
1916,* repair के लिए computer देने के 3 weeks के बाद * - MacHouse Amsterdam Visit किया।,0,[],[]
1917,"वे virus के लिए susceptible नहीं लगते हैं, जो कि worry करने के लिए एक कम बड़ी बात है जब ये computer पर आता है।",0,[],[]
1918,मैं बहुत excited था क्योंकि यह मेरा first personal computer था और मैं इसे अपने OWN money से purchase कर रहा हूं जो मैंने अपने graduation presents से receive किया था।,0,[],[]
1919,Customer service rep से पूछा।,1,['Customer service rep'],['neutral']
1920,"इसलिए, मैं इसे वापस apple store में ले गया और narcissist genius bar staff) ने इसे boot up पर fan को reset करके fix किया।",3,"['genius bar staff', 'fan', 'boot up']","['negative', 'neutral', 'neutral']"
1921,मैं इस wonderful computer का use करने के बाद एक PC पर वापस जाने के लिए imagine भी नहीं कर सकता।,0,[],[]
1922,Basic computer.,0,[],[]
1923,मुझे hp pavilion पसंद आ गया और वह मेरा replacement था और अब मैं एक acer में वापस जाने का imagine नहीं कर सकता था।,0,[],[]
1924,यह पता चला है कि इस hp pc को पहले WalMart द्वारा sell किया गया है।,0,[],[]
1925,मैं पूरी तरह से garbage के इस pile पर किसी अन्य laptop को recommened करूंगा।,0,[],[]
1926,मैंने इनका भी comply करना manage कर लिया और अब wait करना होगा और देखना होगा कि क्या वे मुझे screw करने का कोई और way find कर सकते हैं।,0,[],[]
1927,मुझे long time पहले buy करना चाहिए था।,0,[],[]
1928,मैंने computer में देखा और यह update के लिए कहता है लेकिन product key मागता है।,0,[],[]
1929,मुझे वही मिला जिसके लिए मैंने pay किया था।,0,[],[]
1930,"बस ध्यान रखें कि graphics dedicated नहीं है, इसलिए movie को load करने में लगभग एक minute का time लगता है, लेकिन यह एक non-dedicated graphics card के लिए काफी smooth run करता है।",2,"['graphics', 'non-dedicated graphics card']","['conflict', 'conflict']"
1931,Small area में mouse को operate करने के तरीके में Power और Mouse Cable को side के बजाय back में Plug in करने की आवश्यकता होती है।,2,"['Mouse Cable', 'mouse']","['negative', 'negative']"
1932,हालाँकि मैं इस problem से एक year से अधिक time से deal कर रहा था और यह hassle से अधिक था और मेरे पास कुछ भी नहीं था।,0,[],[]
1933,"मुझे July के शुरुआती part में first  ""Blue screen of death"" मिला।",0,[],[]
1934,"-4 RAM slots, 2 HDD Bays *, 16GB RAM support - कम से कम मेरे लिए Wireless issue नहीं है।",4,"['RAM slots', 'HDD Bays', '16GB RAM support', 'Wireless']","['neutral', 'neutral', 'neutral', 'positive']"
1935,मैं पिछले comment से सहमत हूं कि ASUS TECH SUPPORT HORRIBLE है जो मेरी राय में एक नुकसान है।,1,['ASUS TECH SUPPORT'],['negative']
1936,"वास्तव में, किसी तरह (और मैंने इसे कभी open up नहीं किया) dust के कुछ specks या कुछ screen के अंदर मिल गए और अब screen के सामने, display के way में permanently हैं।",3,"['screen', 'screen', 'display']","['negative', 'negative', 'negative']"
1937,यह सब कुछ के साथ incompatible लगता है।,0,[],[]
1938,"Mouse on the pad, left button हमेशा stick रहता है।",2,"['Mouse on the pad', 'left button']","['neutral', 'negative']"
1939,जब मैंने इसे Best Buy में वापस लिया तो मैंने उनसे पूछा कि क्या वे मुझे पागल करने का try कर रहे हैं!,0,[],[]
1940,मैंने different batteries पर बिना किसी luck के charge करने का try किया।,1,['batteries'],['negative']
1941,"मैं इस computer को किसी को भी जो perfect laptop search कर रहा है को recommend करुंगा, और battery life amazing है।",1,['battery life'],['positive']
1942,"हम अक्सर built in tools का use करते हैं, iTunes हर दिन लगभग open रहता है और मेरे iPhone के साथ बहुत बढ़िया work करता है।",2,"['built in tools', 'iTunes']","['neutral', 'positive']"
1943,लेकिन मेरा blog मेरे friends और search engine visitors द्वारा पढ़ा जाता है।,0,[],[]
1944,जब मैंने owned किया उसके third day यह returned आ गया।,0,[],[]
1945,"यह इसे लेना चाहता है, यह लगातार ERROR बता रहा है।",0,[],[]
1946,"जो कोई भी किसी भी प्रकार का Acer computer buy करने पर विचार कर रहा है, मैं आपको एक different brand buy करने के बारे में seriously suggest करुंगा।",0,[],[]
1947,"इसका size वास्तव में मेरे द्वारा पहले से ही full backpack में इसे fit करने और एक retaurant में इसका use करने में able होने में काफी help करता है, जहां table पर food हमेशा बहुत space consume करने वाला होता है।",1,['size'],['positive']
1948,Daily use के लिए बहुत ज्यादा recommended है।,0,[],[]
1949,हम Mac के addicted हैं।,0,[],[]
1950,क्योंकि यह एक defective product है।,0,[],[]
1951,"दूसरा, इसमें easily scrach लग जाता है और जब यह old हो जाता है तो कुछ चीज operate हो सकती हैं।",0,[],[]
1952,एक बढ़िया price पर true quality,2,"['quality', 'price']","['positive', 'positive']"
1953,Carry करने में easy नहीं है।,1,['Carry'],['negative']
1954,Programs जो Leopard running system standard के साथ आते हैं average person के लिए सभी basics run कराने के लिए पर्याप्त हैं।,2,"['Programs', 'Leopard running system']","['positive', 'neutral']"
1955,मैं वास्तव में एक terrible review post करके heartbroken हो गया हूँ।,0,[],[]
1956,"तो मुझे क्या करना होगा? LG service center मुझे ""service"" provide नहीं करा सकता जब इसे ""service center"" कहा जाता है।",3,"['LG service center', 'service center', 'service']","['negative', 'negative', 'negative']"
1957,यह Pro जिस Material से बना है वह किसी भी PC Specs की तुलना में बहुत nice लगता है: जैसा मैंने कहा इसका performs past में मेरे पास मौजूद किसी भी computer की तुलना में बहुत better है।,3,"['Material', 'Specs', 'performs']","['positive', 'negative', 'positive']"
1958,कुछ नहीं था लेकिन जिस time से हमने इसे buy किया trouble है।,0,[],[]
1959,"Extensive research करने के बाद, mac connection की price 15"" MBP i5 पर lowest थी।",1,['price'],['positive']
1960,मैं photo booth का Addicted हूं!,1,['photo booth'],['positive']
1961,"Operating system और user interface बहुत intuitive है, और बड़े multi-touch track pad अद्भुत हैं।",3,"['Operating system', 'user interface', 'multi-touch track pad']","['positive', 'positive', 'positive']"
1962,"So, I went back.",0,[],[]
1963,"मुझे यह बहुत पसंद है, मैंने अपनी wife के लिए एक और buy किया।",0,[],[]
1964,मैं इसे वापस store में ले गया और इसे दूसरे के लिए exchange किया।,0,[],[]
1965,कुल मिलाकर great item है यह बहुत ज्यादा recommended है।,0,[],[]
1966,"Hard disk - new editions आपको अधिक hard disk space (320GB के बजाय 500GB) देते हैं, लेकिन time ने मुझे सिखाया है कि internal hard disk पर कभी trust ना करें।",3,"['Hard disk', 'hard disk space', 'internal hard disk']","['neutral', 'positive', 'neutral']"
1967,यह laptop rock करता है (केवल इतनी wish है कि यह SolidWorks CAD run करा सकता - जो Apple support नहीं करता है)!,0,[],[]
1968,यह extremely portable है और library और अन्य जगहों पर आसानी से connects to WIFI।,1,['connects to WIFI'],['positive']
1969,"मेरे पास अभी वह additional money नहीं है, और इसलिए मैंने इसे इस time purchase नहीं किया है।",0,[],[]
1970,"First thing first आती है, Macbook pro में windows computers से अलग life easy बनाने के लिए कई applications हैं।",2,"['applications', 'windows']","['positive', 'negative']"
1971,और इस चीज़ पर screen high quality वाले  videos और movies और gaming के लिए बिल्कुल amazing है।,2,"['screen', 'gaming']","['positive', 'positive']"
1972,"Fast, fast और fast, webpages बस fly होते हैं।",0,[],[]
1973,"मैंने consider किया कि मेरे पास computer पर बहुत अधिक हो सकता है, लेकिन देखने के बाद, वहां बहुत space थी और यह issue नहीं है।",1,['space'],['positive']
1974,"मैं अपने laptop का use इस तरह से नहीं करता हूं हालाकि long battery life की need है, इसलिए यह मेरे लिए perfect है।",1,['battery life'],['conflict']
1975,लगता है कि मैं HP से दूर रहूँगा।,0,[],[]
1976,"यह better, thicker, और पूरी तरह से tough बनाया जाता है!",0,[],[]
1977,"यह लगभग six months बाद था जब overheating की problem फिर से start हो गई थी, इस point पर ऐसा लगा कि machine के bottom पर fire लग गई!",0,[],[]
1978,जब मैं start करता हूं तो एक blank light वाली screen रहती है।,0,[],[]
1979,और मैं किसी को भी जो new laptop की तलाश में है को यह recommend करुंगा।,0,[],[]
1980,"लेकिन फिर, कुछ wrong हो जाता है।",0,[],[]
1981,अब तक इस laptop के साथ अच्छा है।,0,[],[]
1982,मुझे इसे all times plug में रखना चाहिए क्योंकि यह four minutes से अधिक time तक charge नहीं रखेगा।,1,['charge'],['negative']
1983,Avoid this model.,0,[],[]
1984,"Summary: मेरे पास यह laptop 2 months से है, किसी भी समय power adapter work करना stop कर देता है।",1,['power adapter'],['negative']
1985,"मैंने देखा कि walmart के पास लगभग $ 650 के लिए एक ही computer था, लेकिन अभी भी जो मैं जानता हूं, उसे जानने के बाद, मैं इसे उस price पर नहीं buy करुंगा।",1,['price'],['negative']
1986,Local computer repair shops ऐसे ads sent करते हैं जो कि हम किसी भी problem को fix कर सकते हैं या यहां तक कि computer आमतौर पर Toshiba satellite को troublesome करता है उसे भी की lines के साथ रहता है।,0,[],[]
1987,इसमें कुछ problems थीं।,0,[],[]
1988,"इसके साथ हमेशा कुछ wrong होता है, चाहे वह कुछ virus हो जिन्हें आप track down नहीं कर सकते, या यह overheat हो जाता है, कभी-कभी आग भी पकड़ लेती है, आप बस इसका use नहीं कर सकते।",0,[],[]
1989,यह computer 10 days के लिए अच्छा है फिर यह आपके बाकी की life के लिए बेकार है।,0,[],[]
1990,"बेशक, एक student के लिए, weight हमेशा एक issue होता है।",1,['weight'],['neutral']
1991,"अब mainboard break हो गया है, एक new के लिए wait करना होगा।",1,['mainboard'],['negative']
1992,"Speed difference एक mac के लिए next to NOTHING है, और hard drive को manually upgrade किया जा सकता है या आप केवल $60 500gb external hard drive buy कर सकते हैं।",3,"['Speed', 'hard drive', '500gb external hard drive']","['negative', 'neutral', 'neutral']"
1993,Wireless card खराब quality का है,1,['Wireless card'],['negative']
1994,यह little netbook मुझे  work done करने में help कर रहा है!,0,[],[]
1995,वे पूरी तरह से two different operating systems का भी use करते हैं।,1,['operating systems'],['neutral']
1996,वे एक ही size की keys के बारे में हैं।,1,['keys'],['neutral']
1997,मैं definitely laptop पर hard नहीं हूं और 100% guaranty देता हूं कि मेरे presence में किसी भी liquid ने इस machine को touch नहीं किया है।,0,[],[]
1998,मैंने approval के लिए और उनके लिए कि मेरे लिए एक new laptop BUILD करें।,0,[],[]
1999,This ain't it.,0,[],[]
2000,मुझे portability की चिंता नहीं थी (यह बहुत large laptop है) लेकिन इसे इधर उधर move करना hard नहीं है या ऐसी trip पर ले जाना जो एक pleasant surprise था।,1,['portability'],['conflict']
2001,"People इसके साथ काम करके frustrate हो रहे हैं, product स्वयं बहुत सस्ते में बनाया गया है, और accessories  satisfactory से less नहीं हैं।",1,['accessories'],['negative']
2002,वे business पर best warranty का offer देते हैं और Toshiba की तरह 3rd party को शामिल नहीं करते।,1,['warranty'],['positive']
2003,शायद three या four months बाद यह अचानक से blinking करना शुरू कर दे।,0,[],[]
2004,एकमात्र problem हैं sound बहुत ज्यादा loud नहीं है मुझे headphones wear करने पड़ते हैं।,1,['sound'],['negative']
2005,फिर से - windows based machines मुझे work करने के लिए कुछ नहीं दे रही थी।,1,['windows'],['negative']
2006,"अंत में, मैं इसे और नहीं झेल सकता और मेरा Apple order किया।",0,[],[]
2007,"मुझे अपना big, old HP रखना चाहिए था।",0,[],[]
2008,"Mac के बारे में हर चीज wonderful है, थोड़ा समय लगता है इसे learning करने और new system के साथ used to होने में, लेकिन आप fast learn कर जाएंगे और ये सब इसके लायक है।",1,['system'],['neutral']
2009,चूकि मैं इस पर games play करता हूँ मैं computer के size को पसंद करता हूँ।,2,"['size', 'games']","['positive', 'neutral']"
2010,"मैं एक wife, mom एक school teacher और एक college student हूँ।",0,[],[]
2011,"आप जानते हैं computer को use करने में fun होना चाहिए, aggrevation नहीं, खासतौर से जब आप playing games कर रहे हो या photos पर work कर रहे हो।",1,['playing games'],['neutral']
2012,आपको बस किसी भी तरह से एक trial version मिलता है।,0,[],[]
2013,मुझे तो money save करना है लेकिन Dell को थोड़ा सा step up करना पड़ेगा।,0,[],[]
2014,Viruses या spyware की चिंता करने की जरूरत नहीं है जैसा Windows computer पर होता है।,1,['Windows'],['negative']
2015,great machine है यदि आप इसके लिए cash  drop करना चाहते हैं।,0,[],[]
2016,"ईमानदारी से बताऊं तो, मुझे लगता है कि इस equipment में ही गड़बड़ी थी या कुछ लेकिन मुझे भी नहीं पता।",1,['equipment'],['negative']
2017,"मुझे अपने laptop का small, convenient size भी पसंद है, यह मेरे academic studies के लिए एक perfect tool है।",1,['size'],['positive']
2018,इस computer के साथ मेरा कभी good result नहीं आया।,0,[],[]
2019,"(अभी के लिए) मुझे इसका solid build, light wt and excellent battery life पसंद आया।",3,"['build', 'wt', 'battery life']","['positive', 'positive', 'positive']"
2020,आपको जो मिल रहा है आप उसके लिए PAY कर रहे हैं।,0,[],[]
2021,"जबकि लगभग 8 years पहले, मुझे उम्मीद है कि quality में change आया है।",1,['quality'],['negative']
2022,मेरे लिए और Lenovo नहीं।,0,[],[]
2023,"मैंने भी अपनी wife के लिए एक buy किया, और मेरे office के लिए 3।",0,[],[]
2024,"हालाँकि, NETBOOK एक अलग story होगी।",0,[],[]
2025,"मैं glad हूं कि मैंने ये laptop buy किया, यह extra ($100) dollars के लायक था।",0,[],[]
2026,"Difference यह है कि अब laptop use करने में पूरी तरह से fun आता है,  Apple navigation अभी भी learn कर रहा हूं, लेकिन fun है और बहुत सारे apps के साथ आता है।",2,"['Apple navigation', 'apps']","['neutral', 'positive']"
2027,मैं अब एक full Mac convert हूँ।,0,[],[]
2028,मैं अत्यधिक highly recommend करता हूं कि आप इस product को buy करें।,0,[],[]
2029,"हालाकि आपको एक polite person मिलता है, लेकिन आपको अक्सर solution नहीं मिलता है।",0,[],[]
2030,-मैं propose करता हूं कि मैं सिर्फ hard drives swap कर सकता हूं।,1,['hard drives'],['neutral']
2031,"यह old था लेकिन यह तब तक नहीं था जब तक हम Dell को buy नहीं कर लेते, क्या हमने realize किया कि यह कितना great है।",0,[],[]
2032,"Battery अच्छी तरह से hold up करता है, यह बहुत ही solidly built किया गया है, और fast run करता है।",3,"['Battery', 'built', 'run']","['positive', 'positive', 'positive']"
2033,हालांकि sound card सीमित है।,1,['sound card'],['negative']
2034,"मैंने शुरू में ही अपना  Macbook Pro 13"" April में purchase किया था, और मुझे यह पसंद आया।",0,[],[]
2035,ज्यादा processing power और long battery life के साथ बहुत ही nicely sized laptop है।,3,"['processing power', 'battery life', 'sized']","['positive', 'positive', 'positive']"
2036,"HP के साथ खूब batting करने के बाद, मैं इसे return करने में able था 4 times repairs के लिए।",0,[],[]
2037,तो आप imagine कर सकते हैं कि मैं इस item के साथ कितना unhappy हूं।,0,[],[]
2038,"लेकिन आपको बता दें, mac book pro बहुत professional है।",0,[],[]
2039,अकेली बात जो मैं imazine कर सकता हूं कि Sony Microsoft से Vista requirements के लिए early specifications पर jump कर गया और उन inadequate requirements के लिए इसको design किया।,1,['Vista'],['negative']
2040,go for it!,0,[],[]
2041,"उन students के लिए जो college निकालने के लिए एक solid machine की तलाश में हैं, मैं यह computer highly recommend करता हूं।",0,[],[]
2042,"Keyboard, जो सामान्य रूप से एक desktop keyboard use करने वाले के लिए भी okay लग रहा था, अब terrible लग रहा।",2,"['Keyboard', 'desktop keyboard']","['conflict', 'neutral']"
2043,The display is awesome.,1,['display'],['positive']
2044,computer viruses से अकसर बाल नोचकर fight करने के years बाद एक अच्छे friend ने मुझे convince किया कि अब Apple के रास्ते पर चलने का time आ गया है।,0,[],[]
2045,"जैसी आपको आदत है उससे mouse थोड़ा सा अलग है हालांकि इसमें एक big flat panel है और एक full bar है (दो separate होने के बजाय) click करने के लिए, लेकिन आप quickly इसके used to हो जाएंगे।",1,['mouse'],['conflict']
2046,उन्हें यह acknowledge करने में several weeks लग गए कि मैंने warranty owned की है।,1,['warranty'],['negative']
2047,"हालाँकि, इस laptop में एक fatal flaw है जिसे मैंने इसे buy करने एक week बाद ही discover कर लिया था।",0,[],[]
2048,Perfect trifecta!,0,[],[]
2049,Keyboard ऐसा है जैसे किसी दूसरे laptop का keyboard नहीं है,2,"['Keyboard', 'keyboard']","['neutral', 'neutral']"
2050,यह Laptop का huge monstrosity था।,0,[],[]
2051,Computer बार-बार crash होता है और battery life बहुत जल्दी decrease हो जाती है।,1,['battery life'],['negative']
2052,-मैं propose करता हूं कि वे hard drives को swap कर सकते हैं।,1,['hard drives'],['neutral']
2053,So don't get it.,0,[],[]
2054,यह touch choice था।,0,[],[]
2055,Reload करने के लिए आपको जिसकी जरूरत पड़ेगी वह है drivers/applications DVD पर हर एक driver.,2,"['driver', 'drivers/applications DVD']","['positive', 'positive']"
2056,उन्होंने इसे send कर दिया और दो weeks के अंदर मुझे new जैसा अच्छा वापस मिला।,0,[],[]
2057,Awesomest का Awesomest,0,[],[]
2058,"पहली बात, mac own करना एक full production studio होना ही है (और mac book के case में एक portable version है)",0,[],[]
2059,मैं आपको best laptop के बारे में बताना चाहूंगा जो मुझे Mac से मिला था।,0,[],[]
2060,"मैं glad हूं इसने wait किया, यह great है।",0,[],[]
2061,मैंने इनके repair depot में call किया जैसा कि मुझे बताया गया था कि वो मुझे new box send करेंगे repair depot को computer return करने के लिए।,2,"['repair depot', 'repair depot']","['neutral', 'neutral']"
2062,"( पुराने लोगों को remember करने के लिए enough है, यह Beta versus VHS के जैसा ही है)",0,[],[]
2063,Operating System का भी use करना काफी easy है।,1,['Operating System'],['positive']
2064,"लेकिन, मैं इस product को recommend करुंगा।",0,[],[]
