sentence,aspect_terms,at_polarity
They removed them and returned the computer to me.,[],[]
I don't understand why only Windows 7 Starter is included.,['Windows 7 Starter'],['negative']
"On 3 July 2004, I purcased this model at Best Buy for about $150",[],[]
I went with him and we picked this one.,[],[]
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.","['functionality', 'value', 'simplicity', 'look']","['positive', 'positive', 'positive', 'positive']"
This is my second MACBOOK PRO and it's better than ever.,[],[]
My macbook is so much better looking and so thin!,['looking'],['positive']
The notebook would not turn back on again.,[],[]
The ease of use is wonderful.,['use'],['positive']
This system came loaded with Windows 7 Starter.,['Windows 7 Starter'],['neutral']
"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",['battery life'],['negative']
The battery gets so HOT it is scary.,['battery'],['negative']
Best thing is I can use existing 32 bit old programs.,['programs'],['positive']
It's so nice to look at and the keys are easy to type with.,"['keys', 'look']","['positive', 'positive']"
The apple macbook pro nothing to say butprofessionally great and outstanding.,[],[]
"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",[],[]
I am forever changed and will no longer buy a Windows based machine for personal use.,['Windows'],['negative']
"Mom, Dad, Brother, sister, You name it!",[],[]
but it came back in even worse shape.,[],[]
The only thing I would change about it is the mouse keys.,['mouse keys'],['negative']
"It is absolutely horrible to use, despite all its so called advanced features.","['features', 'use']","['negative', 'negative']"
"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.","['drivers', 'Windows 7 Ultimate']","['neutral', 'neutral']"
I have to keep turning it until it decides to lower and there is no mute.,['mute'],['negative']
It's still beautiful and has better color reproduction than I could ever expect from a notebook.,['color reproduction'],['positive']
After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,['warranty'],['neutral']
"So far, a great product.",[],[]
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,['use'],['positive']
"u can do what u want in just few seconds, even to start up your computer takes few seconds.",['start up'],['positive']
It's the most wonderful thing in the entire world.,[],[]
"So I'd pop them off to see what the problem was, well guess what? The darn thing wouldn't go back on.",[],[]
"Also, macbooks come with much more features which are so cool!",['features'],['positive']
They sent out a Sony 'Certified' technician.,"[""Sony 'Certified' technician""]",['neutral']
They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,['proprietary software'],['positive']
Getting the Apple Care plan is a must.,['Apple Care plan'],['positive']
"I've saved a lot of time and headaches so far, using my new MacBook Pro.",[],[]
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"['cd drive', 'video games']","['neutral', 'neutral']"
-Apple offers to send replacement and after 10 days I send them the old computer.,[],[]
"So far, I have no complaints.",[],[]
His was worth $36.,[],[]
NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,[],[]
"I spent 2200 dollars on a ""top of the line laptop"".",[],[]
I also own an HP notebook and it doesn't even come close.,[],[]
Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,[],[]
"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",['programs'],['neutral']
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.","['processor', 'memory', 'hard drive', 'web cam', 'screen', 'features']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,['battery'],['negative']
The graphics on this computer are also stellar - very clear and vivid.,['graphics'],['positive']
"Aside from the trial software and the short battery life, lack of a webcam, its great.","['trial software', 'battery life', 'webcam']","['negative', 'negative', 'negative']"
"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",['Windows'],['positive']
I think that if it is the motherboard again so soon that they should replace it.,['motherboard'],['negative']
if this computer every breaks down on me i will most definatly get the same one again.,[],[]
"I had a MacBook Notebook, and it had absolutely no protection from viruses, spyware, malware, etc.",[],[]
"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.","['programs', 'loads']","['positive', 'positive']"
I made the right decision.,[],[]
"In the past few years, I've had terrible experiences with HP.",[],[]
"Overall, it's ok.",[],[]
"Graphics are clean and sharp, internet interfaces are seamless.","['Graphics', 'internet interfaces']","['positive', 'positive']"
"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",['black keyboard'],['negative']
Sony parts reliability and quality of service is recenlty the worst.,['service'],['negative']
I am very Happy!,[],[]
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.","['software options', 'applications']","['negative', 'negative']"
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","['features', 'functioning', 'programs', 'Office']","['neutral', 'neutral', 'neutral', 'positive']"
I occassionaly use it for work via VPN and it has not given me any problems.,[],[]
I sent it back AND THEY LOST IT.,[],[]
It just works flawlessly!,['works'],['positive']
"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",['service center'],['negative']
I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,['port'],['negative']
Ok first.,[],[]
"So if you move laptop a lot, it might get loose, however it sits pretty tightly.",[],[]
another satisfied customer.,[],[]
also the battery is completely shot.,['battery'],['negative']
Highly recommended!,[],[]
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,"['cooling system', 'grafics card', 'LED backlit screen.', '8GB RAM']","['positive', 'positive', 'positive', 'positive']"
The biggest problem is that the box had no instructions in it.,['instructions'],['negative']
"But after using it a couple of weeks, the overall operation is poor.",['operation'],['negative']
"Will not buy another Toshiba, this is my second, not happy w/ either.",[],[]
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.","['value', 'built', 'works']","['positive', 'positive', 'positive']"
"The cool thing about the Mac Book was that I went on my honeymoon and shot a bunch of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and videos from my trip.",[],[]
"for two months, when YOU GUESSED IT.",[],[]
This was my first MacBook purchase ever.,[],[]
Screen is crystal clear and the system is very responsive.,"['Screen', 'system']","['positive', 'positive']"
I will stack it up against laptops that cost twice as much any day.,['cost'],['conflict']
Quite simply this is the best laptop I have ever owned.,[],[]
Or the cursor would show up some place else.,['cursor'],['negative']
The newer MacBook that I have purchased is one of the best computers.,[],[]
I have had some excellent computer and have found I had no idea what to do with them,[],[]
"As it turns out, I just didn't know any better.",[],[]
I've had friends with Acers who seem to have had similar or exact same problems.,[],[]
What can I say.,[],[]
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,"['software', 'operate', 'gadgets']","['neutral', 'positive', 'neutral']"
What's also interesting is this survey changed my ratings the first time I submitted it in case it doesn't keep what I put here are my aratings,[],[]
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.","['Windows', 'hard drive', 'disk image']","['negative', 'negative', 'negative']"
I had a toshiba for 10 years.,[],[]
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!","['track pad', 'track pad']","['positive', 'positive']"
"Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.","['disc drive', 'drive', 'drive']","['negative', 'negative', 'neutral']"
"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.","['Appleworks', 'word processing program']","['negative', 'negative']"
she can't tell the difference between it and her regular desktop system.,[],[]
With in weeks of purchasing my computer is began to slow down.,[],[]
It doesn't bother me though.,[],[]
I've had this laptop for about a month now.,[],[]
I already have a HP laptop I bought last year that's standard size.,['size'],['neutral']
It was okay for over a week before the blue screens started occuring again.,[],[]
English must have been his third or fourth language.,[],[]
Battery is not upgradable to a longer life battery.,"['Battery', 'battery']","['negative', 'negative']"
I am just ONE of the million customers.,[],[]
it has times were it freezes for 10 seconds and then starts again.,[],[]
apple has a reputation and is well known for its easy usage.,['usage'],['positive']
Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,['speaker grill'],['negative']
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","['MacOSX', 'Windows 7', 'dual-core', 'quad-core', '22"" Monitor']","['positive', 'positive', 'neutral', 'neutral', 'neutral']"
"Love the graphics, awesome programs (including Garageband), and really cool default background.","['graphics', 'programs', 'Garageband', 'default background']","['positive', 'positive', 'positive', 'positive']"
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.","['Screen', 'keyboard', 'screen', 'island backlit keyboard', 'multi-touch mouse', 'mouse']","['neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral']"
I am taking back today.,[],[]
"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",[],[]
The MacBook is way too overpriced for something so simple and chaotic.,['overpriced'],['negative']
"-Complied to their protocol, called number, made ""case"", got an email address to send complaint.",[],[]
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,"['OS', 'Windows']","['conflict', 'neutral']"
It quit working within a weeks time.,[],[]
but after i got used to it i love it.,[],[]
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).","['iWork', 'programs', 'Microsoft Office', 'word processing', 'spreadsheets', 'presentations']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.",[],[]
"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",['runs'],['positive']
When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,['warranty'],['neutral']
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,['built it web cam'],['positive']
Good monitor and performed well.,"['monitor', 'performed']","['positive', 'positive']"
They are closed at 9pm eastern.,[],[]
"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.",[],[]
"Although my model was listed as recalled, HP denied my claim.",[],[]
It was secure and easy to navigate.,['navigate'],['positive']
"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",['graphics cards'],['positive']
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,"['bluray player', 'book']","['neutral', 'negative']"
I am loyal to Apple.,[],[]
They are by far the easiest systems to actually learn about computers with.,['systems'],['positive']
I will be patient for few months.,[],[]
this apple navigates you thru the unexplored world of the internet.,['internet'],['neutral']
This was purchased for my daughter and I was pleasantly surprised.,[],[]
Finally set the unit back to HP after a month of hell.,[],[]
"I couldn't afford a new mac, so I bought a PC instead.",[],[]
"The video card is great for media, and above average for gaming, but not a gamers first choice.","['video card', 'gaming', 'media']","['conflict', 'positive', 'positive']"
It was always getting froze up.,[],[]
"my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!",[],[]
But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,[],[]
I got the blue screen of death the first month I got it.,[],[]
This is the third MacBook Pro in our family.,[],[]
Apple continues to shine and provide a much more enjoyable computer experience!,[],[]
"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.","['3 year warranty,']",['neutral']
"Apparently there is a manufacturing defect, something with the amount of thermal paste.",['thermal paste'],['negative']
Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,['internals'],['negative']
Took several hours with customer support before I could even start the PC out of the box.,['customer support'],['negative']
Asus facial recognition doesn't work and windows logon isn't either.,"['facial recognition', 'windows logon']","['negative', 'negative']"
Windows Vista makes this computer almost unusable for online service.,"['Windows Vista', 'online service']","['negative', 'negative']"
"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",['recovery DVDs'],['positive']
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,"['webcam', 'keyboard', 'carry']","['neutral', 'neutral', 'positive']"
Can listen to my music and watch my videos with ease and with a great display.,['display'],['positive']
"Otherwise, all other features are a 1",['features'],['neutral']
"So in late March, early April 2009 I was without it again for a couple weeks while I had online courses I had to complete and my fiance was in Afghanistan and web conferencing was the best communication method we had.",[],[]
The performance is awesome.,['performance'],['positive']
I pondered very long over this decision.,[],[]
This thing sucks!,[],[]
I Love my new computer!,[],[]
"Okay, let's just start out by saying I am in no way a computer techy.",[],[]
It was a Waste of money from day one!,[],[]
I'm new - just switched from years of PC frustration.,[],[]
So I got another netbook which I love!,[],[]
But in fact it is totally the opposite.,[],[]
The display is beyond horrible.,['display'],['negative']
"He LEFT ME, instructions on what to do when this comes up, or that comes up......",[],[]
It's a joke.,[],[]
There is hardly any memory on the computer's hard drive.,"['memory', 'hard drive']","['negative', 'negative']"
"Actually, I had noticed the one on the sales floor also didn't have sound!",['sound'],['negative']
I started hainv problems with it within the first month.,[],[]
"Next, most Acer laptop fans are on the bottom which is right on your laptop.",['fans'],['neutral']
the laptop preformed pretty well.,['preformed'],['positive']
"I'm honestly afraid that it will burn me, it's that hot!",[],[]
But I don't see it as a problem.,[],[]
Numerous problems over the next 3 weeks until I got the blue screen of death and had to send the PC back to HP.,[],[]
I think this will happen to any new version of computer/phone released and I need to wait for the next set of updates to have all of this fixed.,[],[]
This one has had the same effect.,[],[]
And if you are a game player it works with World Of Warcraft wonderfully.,[],[]
This computer is absolutely AMAZING!!!,[],[]
So buyer beware when buying Toshiba,[],[]
I found this laptop on sale for under 6000 at Best Buy which was a great deal!,[],[]
I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,['system'],['neutral']
I love the Apple products.,[],[]
I loved the netbook (minus the fact that it was windows OS) until this started happening.,['windows OS'],['negative']
"The minute you fire it up it's all good, very easy user interface.",['user interface'],['positive']
"I have had two Toshiba satellite computers and while they are okay, they are in no way comparable to the Mac.",[],[]
I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,['warrenty'],['negative']
"They're absolutely useless, unless you count the joy of releasing anger while smashing into little peices against the wall.",[],[]
was a great deal i will give that.,[],[]
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.","['iDVD', 'program', 'program']","['positive', 'positive', 'positive']"
"His language was so bad I swore I was taking the turing test, and it was failing.",[],[]
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,"['hard drive', 'battery']","['neutral', 'negative']"
Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?  Probably not ever again.,[],[]
I have used PC's and converting to this MacBook Pro was easy.,[],[]
"I love the easy to see screen, and It works well for work, persoal or just play.","['screen', 'works']","['positive', 'positive']"
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.","['word processing', 'surfing']","['neutral', 'neutral']"
"-Apparently, contactus@euro.apple.com is not a good address to send complaints.",[],[]
"It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important.",[],[]
the mouse pad and buttons are the worst i've ever seen.,"['mouse pad', 'buttons']","['negative', 'negative']"
I am sorry that I purchased this laptop.,[],[]
Awesome graphics!,['graphics'],['positive']
It really is perfect for work and play.,"['play', 'work']","['positive', 'positive']"
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).","['Intel i processors', 'edge', 'edges']","['negative', 'negative', 'negative']"
I am a college student and it has been very useful.,[],[]
The apple MacBook is the best investment that I have ever made.,[],[]
My sister is the electronics manager at Wal Mart and she says that HP is the best.,[],[]
One drawback I noticed was sound quality via USB.,['sound quality via USB'],['negative']
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.","['battery life', 'warranty', 'extended life battery']","['negative', 'negative', 'conflict']"
"I needed a new computer for graduate school (had never owned a laptop before), and the only reason I didn't purchase a Mac was because my school's website strongly recommended students purchase PCs.",[],[]
"I have had another Mac, but it got slow due to an older operating system.",['operating system'],['negative']
If you have the money I suggest going for the i7.,[],[]
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.","['Windows XP drivers', 'sound card', 'Windows 7']","['negative', 'negative', 'positive']"
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.","['features', 'budget']","['positive', 'positive']"
"It is, however, very heavy.",[],[]
"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",['motherboard'],['negative']
"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",['Google Chrome'],['conflict']
"Also the speakers are not very loud, But it is a netbook.",['speakers'],['negative']
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,['PRICE'],['positive']
"But, at the same time they (the company) would not and could not do anything about my problem.",[],[]
Just a black screen!,['screen'],['negative']
All you have to do is turn it on and it works.,[],[]
A key contributor that led me to Mac is the art aspect.,['art aspect'],['positive']
"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",['battery'],['negative']
Recently there are a few incidents that annoy the hell out of me.,[],[]
Save your money and go for a better device.,[],[]
"I have been a PC user since middle school, but in my mid twenties I decided to convert to the dark side, or should I say the brighter side of life.",[],[]
"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",['surfing'],['positive']
without having to have extra equipment and/or complicated routes to take to be able to do so.,[],[]
My first problem was with the pre-loaded Norton Firewall/Security program.,['pre-loaded Norton Firewall/Security program'],['negative']
"I had a USB connect but, i can't use it because it is not compatible.",['USB connect'],['negative']
"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",['hard drive'],['negative']
I ordered four D620 laptops.,[],[]
"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",['expense'],['negative']
"I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down",[],[]
"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",['cd drive'],['conflict']
I love the multi-touch trackpad.,['multi-touch trackpad'],['positive']
I was psyched.,[],[]
I absolutely love my mac!,[],[]
From the second you open the box you will fall in love with this computer!,[],[]
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,"['extended warranties', 'cost']","['negative', 'negative']"
It would not let me connect to my Wifi system where I lived.,[],[]
"Not too much ""junk"" software to remove.",['software'],['positive']
System is loosing about 20% of performance because of that.,"['performance', 'System']","['negative', 'negative']"
"It is easy to use, good quality and good price.","['quality', 'price', 'use']","['positive', 'positive', 'positive']"
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!","['Apple keyboard', ""PC's keyboard""]","['neutral', 'neutral']"
It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,[],[]
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,['extended warranty'],['neutral']
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",['RAM'],['neutral']
It is easily portable and I take it everywhere I go and might require internet access.,[],[]
"If I have a few hundred dollars to spare, I'd buy the Pro line though, the 2.53 and 2.66 GHz model.",[],[]
"The hard drive crashed as well, and I had to buy a new  power cord.","['hard drive', 'power cord']","['negative', 'negative']"
"But enough about that, I am an Apple convert for life.",[],[]
I love it and will probably get another one when this goes to the Laptop in the sky!!,[],[]
"But, Mac makes the switch from PC to Mac easy.",[],[]
Another issue I have with it is the battery.,['battery'],['negative']
"HELP, HELP, OTHER THAN THAT GETS A GREAT LITTLE WONDER.",[],[]
Now I know!,[],[]
"After 2 months of complaints, Asus finally sent the right power supply to my techies.","['power supply', 'techies']","['neutral', 'neutral']"
"Even set at the highest level, the computer sacrifices its  queen every time.",[],[]
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.","['Sony Sonic Stage software', 'speakers', 'subwoofer', 'extended life battery', 'Docking port', 'bluetooth mouse', 'bluetooth enabled']","['neutral', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'negative']"
"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",['works'],['positive']
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,"['Keynote', 'Powerpoint program']","['neutral', 'neutral']"
I can't begin to say how disappointed I am.,[],[]
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.","['size', 'size']","['positive', 'positive']"
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",['browser'],['neutral']
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",['carry'],['positive']
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,"['keyboard', 'keyboard']","['negative', 'negative']"
"Take the simple, easy solution to your computer problems and stop waiting and smacking your old computer around.",[],[]
It is as good as new.,[],[]
"And it didn't show up on the reciept, I don't know how we ordered it online!",[],[]
"I went from BestBuy to Dell, Windows to Apple.",[],[]
Back then my entire family was Devoted to the Sony name.,[],[]
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.","['programs', 'drivers']","['negative', 'negative']"
Love that it doesn't take up space like a regular computer.,['space'],['positive']
*3 weeks after giving the computer for repair*-Visited MacHouse Amsterdam.,[],[]
"They don't seem to be susceptible to viruses, which is one less big thing to worry about when it comes to computers.",[],[]
I was very excited because this was my first personal computer and I was purchasing it with my OWN money I had recieved from graduation presents.,[],[]
Asked the customer service rep.,['customer service rep'],['neutral']
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.","['genius bar staff)', 'fan', 'boot up']","['negative', 'neutral', 'neutral']"
I cannot even imaging going back to a PC after using this wonderful computer.,[],[]
Basic computer.,[],[]
I fell in love with the hp pavillion and that was my replacement and now I could not imagine going back to an acer at all.,[],[]
It turns out that this hp pc had been preciously sold by Wal Mart.,[],[]
I would totally recommend any other laptop over this pile of grabage.,[],[]
I managed to comply with these too and now have to wait and see if they can find another way to screw me.,[],[]
I should have bought one a long time ago.,[],[]
I looked at the computer and it said updating but the asked for a product key.,[],[]
I got what I paid for.,[],[]
"Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.","['graphics', 'non-dedicated graphics card']","['conflict', 'conflict']"
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.","['Mouse Cable', 'mouse']","['negative', 'negative']"
However I dealt with this problem for over a year and it was more of a hastle then I have EVER had with anything.,[],[]
"I got the first ""Blue screen of death"" in the early part of July.",[],[]
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.","['RAM slots', 'HDD Bays', '16GB RAM support', 'Wireless']","['neutral', 'neutral', 'neutral', 'positive']"
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,['ASUS TECH SUPPORT'],['negative']
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.","['screen', 'screen', 'display']","['negative', 'negative', 'negative']"
It seems to be incompatible with everything else.,[],[]
"the mouse on the pad, the left button always sticks.","['mouse on the pad', 'left button']","['neutral', 'negative']"
When I took it back to Best Buy I asked them if they were seriously trying to drive me insane!,[],[]
i have tried to charge on different batteries with no luck.,['batteries'],['negative']
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",['battery life'],['positive']
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.","['built in tools', 'iTunes']","['neutral', 'positive']"
But my blog is read by my friends and search engine visitors.,[],[]
It was returned on the third day I owned it.,[],[]
"IT WANT TAKE IT, IT KEEP SAYING ERROR.",[],[]
"Anyone who is considering buying an Acer computer of any sort, I seriously suggest you look into buying a different brand.",[],[]
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,['size'],['positive']
Highly recommend for daily use.,[],[]
We are addicted to the Mac.,[],[]
Because it IS a defective product.,[],[]
"Second, it gets scratches easily and when it gets old some thing may operated",[],[]
True quality at a great price!,"['quality', 'price']","['positive', 'positive']"
Not easy to carry.,['carry'],['negative']
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,"['programs', 'Leopard running system']","['positive', 'neutral']"
I am really heartbroken to have to post a terrible review.,[],[]
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".","['LG service center', 'service center', 'service']","['negative', 'negative', 'negative']"
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,"['Material', 'Specs', 'performs']","['positive', 'negative', 'positive']"
It has been nothing but trouble from the time we bought it.,[],[]
"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",['price'],['positive']
I am ADDICTED to photo booth!,['photo booth'],['positive']
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.","['operating system', 'user interface', 'multi-touch track pad']","['positive', 'positive', 'positive']"
"So, I went back.",[],[]
"I like it so much, I bought another just for my wife.",[],[]
I took it back to the store and exchanged it for another one.,[],[]
All in all great item highly recommend it.,[],[]
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,"['Hard disk', 'hard disk space', 'internal hard disk']","['neutral', 'positive', 'neutral']"
This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,[],[]
It is extremely portable and easily connects to WIFI at the library and elsewhere.,['connects to WIFI'],['positive']
"I don't have that additional money right now, and therefore wouldn't have purchased it at this time.",[],[]
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.","['applications', 'windows']","['positive', 'negative']"
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,"['screen', 'gaming']","['positive', 'positive']"
"Fast, fast and fast, the web pages just fly by.",[],[]
"I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",['space'],['positive']
I don't use my laptop in a way though that needs a long battery life so it's perfect for me.,['battery life'],['conflict']
Guess I'll stay away from HP.,[],[]
"It is made better, thicker, and all out tough!",[],[]
"It was about six months later when the overheating problem started again, to the point it felt like fire on the bottom of the machine!",[],[]
There is a blank lighted screen when I start and that is all.,[],[]
And i would recommend this to anypne looking for a new laptop.,[],[]
"But then, something goes wrong.",[],[]
So far so good with this laptop.,[],[]
i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,['charge'],['negative']
Avoid this model.,[],[]
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",['power adapter'],['negative']
"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",['price'],['negative']
The local computer repair shops send out ads that say along the lines of we can fix almost any problem or computer  usually even the trouble some Toshiba satellite.,[],[]
it has had some problems.,[],[]
"Theres always something wrong with it, wether it be some virus you can't track down, or it overheats, sometimes even catches on fire, you just can't use it.",[],[]
This computer is good for 10 days then it sucks for the rest of your life.,[],[]
"Of course, for a student, weight is always an issue.",['weight'],['neutral']
"Now mainboard is broken, have to wait for a new one.",['mainboard'],['negative']
